timestamp,rnti,e2_node,f1ap,slice_sd,slice_name,cqi,ri,dl_mcs,ul_mcs,pusch_snr_db,pusch_rsrp_db,phr,dl_brate_bps,ul_brate_bps,dl_nof_ok,dl_nof_nok,dl_latency_us,ul_latency_us,prb_min,prb_max,alloc_req_bps,sla_dl_target_bps
1781623955.186,61443,gnbd_001_001_00000213_1,1,2,PERFORMANCE,15,1,28,8,2.5,0,0,92720.0,1298520.0,70,0,0,0,2,18,300000,300000
1781623955.186,61445,gnbd_001_001_00000213_1,2,3,BUSINESS,15,1,28,8,2.8,0,0,96064.0,1182376.0,72,0,0,0,0,16,0,20000000
1781623955.186,61442,gnbd_001_001_00000213_2,0,1,CRITICAL,15,1,28,1,2.1,-0.0,0,70048.0,833968.0,52,0,0,0,2,18,300000,300000
1781623955.186,61444,gnbd_001_001_00000213_2,1,2,PERFORMANCE,15,1,28,4,1.2,-0.1,0,38568.0,485096.0,29,0,0,0,2,18,300000,300000
1781623955.186,61446,gnbd_001_001_00000213_2,2,3,BUSINESS,15,1,28,2,1.4,-0.2,0,32192.0,531256.0,24,0,0,0,0,16,0,20000000
1781623956.187,61441,gnbd_001_001_00000213_1,0,1,CRITICAL,11,1,0,9,4.0,0,0,0.0,1023288.0,0,0,0,0,2,13,300000,300000
1781623956.187,61443,gnbd_001_001_00000213_1,1,2,PERFORMANCE,15,1,28,7,2.5,0,0,93360.0,1265680.0,70,0,0,0,2,18,300000,300000
1781623956.187,61445,gnbd_001_001_00000213_1,2,3,BUSINESS,15,1,28,8,2.8,0,0,93232.0,1193976.0,70,0,0,0,0,16,0,20000000
1781623956.187,61442,gnbd_001_001_00000213_2,0,1,CRITICAL,15,1,28,1,2.1,-0.0,0,70048.0,833968.0,52,0,0,0,2,18,300000,300000
1781623956.187,61444,gnbd_001_001_00000213_2,1,2,PERFORMANCE,15,1,28,4,1.2,-0.1,0,38568.0,485096.0,29,0,0,0,2,18,300000,300000
1781623956.187,61446,gnbd_001_001_00000213_2,2,3,BUSINESS,15,1,28,2,1.4,-0.2,0,32192.0,531256.0,24,0,0,0,0,16,0,20000000
1781623957.19,61441,gnbd_001_001_00000213_1,0,1,CRITICAL,15,1,0,9,4.0,0,0,0.0,1007528.0,0,0,0,0,2,13,300000,300000
1781623957.19,61443,gnbd_001_001_00000213_1,1,2,PERFORMANCE,11,1,28,7,2.5,0,0,92264.0,1280296.0,69,0,0,0,2,18,300000,300000
1781623957.19,61445,gnbd_001_001_00000213_1,2,3,BUSINESS,13,1,28,8,2.8,0,0,96192.0,1176896.0,72,0,0,0,0,16,0,20000000
1781623957.19,61442,gnbd_001_001_00000213_2,0,1,CRITICAL,15,1,28,1,2.1,-0.0,0,70048.0,833968.0,52,0,0,0,2,18,300000,300000
1781623957.19,61444,gnbd_001_001_00000213_2,1,2,PERFORMANCE,15,1,28,4,1.2,-0.1,0,38568.0,485096.0,29,0,0,0,2,18,300000,300000
1781623957.19,61446,gnbd_001_001_00000213_2,2,3,BUSINESS,15,1,28,2,1.4,-0.2,0,32192.0,531256.0,24,0,0,0,0,16,0,20000000
1781623958.189,61441,gnbd_001_001_00000213_1,0,1,CRITICAL,11,1,0,9,3.9,0,0,0.0,1018496.0,0,0,0,0,2,13,300000,300000
1781623958.189,61443,gnbd_001_001_00000213_1,1,2,PERFORMANCE,7,1,28,8,2.5,0,0,95224.0,1286864.0,71,0,0,0,2,18,300000,300000
1781623958.189,61445,gnbd_001_001_00000213_1,2,3,BUSINESS,15,1,28,8,2.8,0,0,94456.0,1170712.0,71,0,0,0,0,16,0,20000000
1781623958.189,61442,gnbd_001_001_00000213_2,0,1,CRITICAL,15,1,28,1,2.3,-0.0,0,68440.0,729832.0,51,0,0,0,2,18,300000,300000
1781623958.189,61444,gnbd_001_001_00000213_2,1,2,PERFORMANCE,15,1,28,3,2.1,-0.1,0,41528.0,601072.0,31,0,0,0,2,18,300000,300000
1781623958.189,61446,gnbd_001_001_00000213_2,2,3,BUSINESS,15,1,28,3,1.9,-0.1,0,43848.0,574408.0,33,0,0,0,0,16,0,20000000
1781623959.193,61441,gnbd_001_001_00000213_1,0,1,CRITICAL,15,1,0,9,4.0,0,0,0.0,1018776.0,0,0,0,0,2,13,300000,300000
1781623959.193,61443,gnbd_001_001_00000213_1,1,2,PERFORMANCE,12,1,28,8,2.5,0,0,99152.0,1288680.0,74,0,0,0,2,18,300000,300000
1781623959.193,61445,gnbd_001_001_00000213_1,2,3,BUSINESS,15,1,28,8,2.8,0,0,94328.0,1172952.0,71,0,0,0,0,16,0,20000000
1781623959.193,61442,gnbd_001_001_00000213_2,0,1,CRITICAL,15,1,28,1,2.3,-0.0,0,68440.0,729832.0,51,0,0,0,2,18,300000,300000
1781623959.193,61444,gnbd_001_001_00000213_2,1,2,PERFORMANCE,15,1,28,3,2.1,-0.1,0,41528.0,601072.0,31,0,0,0,2,18,300000,300000
