ts,step,epsilon,loss,mean_q
08:17:20,737,0.2676,0.0306,10.3881
08:17:21,738,0.2671,0.0312,10.4075
08:17:22,739,0.2667,0.0209,10.3426
08:17:23,740,0.2663,0.0261,10.3324
08:17:24,741,0.2658,0.0197,10.3219
08:17:25,742,0.2654,0.0529,10.3308
08:17:26,743,0.2650,0.0290,10.3023
08:17:27,744,0.2645,0.0214,10.3317
08:17:28,745,0.2641,0.1220,10.3270
08:17:29,746,0.2637,0.1204,10.3031
08:17:30,747,0.2632,0.1371,10.3441
08:17:31,748,0.2628,0.0923,10.3663
08:17:32,749,0.2624,0.0859,10.3214
08:17:33,750,0.2620,0.0801,10.4108
08:17:34,751,0.2616,0.4178,10.4050
08:17:35,752,0.2611,0.3583,10.5140
08:17:36,753,0.2607,0.3734,10.5225
08:17:37,754,0.2603,0.3155,10.5691
08:17:38,755,0.2599,0.2508,10.6666
08:17:39,756,0.2594,0.2129,10.6923
08:17:40,757,0.2590,0.2320,10.7468
08:17:41,758,0.2586,0.1459,10.8347
08:17:43,759,0.2582,0.1534,10.8523
08:17:44,760,0.2578,0.1374,10.9199
08:17:45,761,0.2574,0.1250,11.0412
08:17:46,762,0.2569,0.1052,11.0095
08:17:47,763,0.2565,0.0720,11.1331
08:17:48,764,0.2561,0.0500,11.1970
08:17:49,765,0.2557,0.0596,11.2314
08:17:50,766,0.2553,0.0292,11.3083
08:17:51,767,0.2549,0.0227,11.3496
08:17:52,768,0.2545,0.0367,11.3387
08:17:53,769,0.2541,0.0695,11.3169
08:17:54,770,0.2537,0.0804,11.4383
08:17:55,771,0.2533,0.0837,11.4600
08:17:56,772,0.2528,0.0567,11.4380
08:17:57,773,0.2524,0.1131,11.4600
08:17:58,774,0.2520,0.1100,11.4285
08:17:59,775,0.2516,0.0669,11.4313
08:18:00,776,0.2512,0.0830,11.3820
08:18:01,777,0.2508,0.0617,11.3358
08:18:02,778,0.2504,0.0389,11.3079
08:18:03,779,0.2500,0.0595,11.2858
08:18:04,780,0.2496,0.0504,11.2739
08:18:05,781,0.2492,0.0389,11.1949
08:18:06,782,0.2488,0.0433,11.1172
08:18:07,783,0.2484,0.0400,11.1135
08:18:08,784,0.2480,0.0222,11.1242
08:18:09,785,0.2476,0.0270,11.1046
08:18:10,786,0.2472,0.0265,11.0529
08:18:11,787,0.2469,0.0265,11.0139
08:18:12,788,0.2465,0.0365,11.0222
08:18:13,789,0.2461,0.0176,10.9947
08:18:14,790,0.2457,0.0231,10.9554
08:18:15,791,0.2453,0.0263,10.9976
08:18:16,792,0.2449,0.0226,10.9394
08:18:17,793,0.2445,0.0178,10.9279
08:18:18,794,0.2441,0.1273,10.9732
08:18:19,795,0.2437,0.0895,10.9183
08:18:20,796,0.2433,0.0828,10.9917
08:18:21,797,0.2430,0.0761,10.9777
08:18:22,798,0.2426,0.0649,11.0457
08:18:23,799,0.2422,0.0515,11.0958
08:18:24,800,0.2418,0.0503,11.0512
08:18:25,801,0.2414,0.4152,11.1507
08:18:27,802,0.2410,0.3703,11.1811
08:18:28,803,0.2407,0.3700,11.2150
08:18:29,804,0.2403,0.3515,11.2640
08:18:30,805,0.2399,0.2209,11.4041
08:18:31,806,0.2395,0.2114,11.4143
08:18:32,807,0.2391,0.1691,11.4823
08:18:33,808,0.2388,0.1597,11.5376
08:18:34,809,0.2384,0.1171,11.6041
08:18:35,810,0.2380,0.1135,11.6315
08:18:36,811,0.2376,0.0848,11.7214
08:18:37,812,0.2373,0.0720,11.7661
08:18:38,813,0.2369,0.0703,11.8445
08:18:39,814,0.2365,0.0535,11.8684
08:18:40,815,0.2361,0.0368,11.9953
08:18:41,816,0.2358,0.0719,11.9537
08:18:42,817,0.2354,0.0941,12.0172
08:18:43,818,0.2350,0.0223,12.0796
08:18:44,819,0.2346,0.0929,12.0727
08:18:45,820,0.2343,0.0623,12.1321
08:18:46,821,0.2339,0.0873,12.1441
08:18:47,822,0.2335,0.0879,12.1033
08:18:48,823,0.2332,0.1175,12.0831
08:18:49,824,0.2328,0.0719,12.0609
08:18:50,825,0.2324,0.0462,12.0943
08:18:51,826,0.2321,0.0763,12.0806
08:18:52,827,0.2317,0.0899,12.0501
08:18:53,828,0.2314,0.0956,12.0141
08:18:54,829,0.2310,0.0624,11.9494
08:18:55,830,0.2306,0.0767,11.9014
08:18:56,831,0.2303,0.0372,11.8935
08:18:57,832,0.2299,0.0487,11.8534
08:18:58,833,0.2296,0.0411,11.8034
08:18:59,834,0.2292,0.0287,11.7466
08:19:00,835,0.2288,0.0885,11.6557
08:19:01,836,0.2285,0.0270,11.6944
08:19:02,837,0.2281,0.0333,11.6291
08:19:03,838,0.2278,0.0301,11.6507
08:19:04,839,0.2274,0.0313,11.6396
08:19:05,840,0.2271,0.0265,11.6238
08:19:06,841,0.2267,0.0240,11.5775
08:19:08,842,0.2263,0.0269,11.6336
08:19:09,843,0.2260,0.0888,11.6338
08:19:10,844,0.2256,0.0935,11.6444
08:19:11,845,0.2253,0.0661,11.6906
08:19:12,846,0.2249,0.1248,11.6796
08:19:13,847,0.2246,0.0554,11.7005
08:19:14,848,0.2242,0.0699,11.6871
08:19:15,849,0.2239,0.0498,11.7976
08:19:16,850,0.2235,0.0506,11.8282
08:19:17,851,0.2232,0.5225,11.8199
08:19:18,852,0.2229,0.4800,11.8950
08:19:19,853,0.2225,0.3241,12.0201
08:19:20,854,0.2222,0.3477,11.9566
08:19:21,855,0.2218,0.2994,12.0637
08:19:22,856,0.2215,0.2254,12.1445
08:19:23,857,0.2211,0.2273,12.1754
08:19:24,858,0.2208,0.2052,12.1956
08:19:25,859,0.2205,0.1592,12.3235
08:19:26,860,0.2201,0.1171,12.4029
08:19:27,861,0.2198,0.1339,12.3494
08:19:28,862,0.2194,0.1404,12.5028
08:19:29,863,0.2191,0.0530,12.5531
08:19:30,864,0.2188,0.0578,12.6131
08:19:31,865,0.2184,0.0444,12.6816
08:19:32,866,0.2181,0.0388,12.6514
08:19:33,867,0.2177,0.0272,12.7537
08:19:34,868,0.2174,0.0377,12.7619
08:19:35,869,0.2171,0.0584,12.8101
08:19:36,870,0.2167,0.1053,12.8082
08:19:37,871,0.2164,0.0864,12.8587
08:19:38,872,0.2161,0.0941,12.8841
08:19:39,873,0.2157,0.0727,12.8782
08:19:40,874,0.2154,0.1122,12.8192
08:19:41,875,0.2151,0.0736,12.7799
08:19:42,876,0.2148,0.1253,12.7536
08:19:43,877,0.2144,0.1195,12.7597
08:19:44,878,0.2141,0.0732,12.7323
08:19:45,879,0.2138,0.0677,12.7136
08:19:46,880,0.2134,0.0597,12.6701
08:19:47,881,0.2131,0.0568,12.6226
08:19:48,882,0.2128,0.0534,12.6579
08:19:49,883,0.2125,0.0827,12.4697
08:19:50,884,0.2121,0.0435,12.5095
08:19:52,885,0.2118,0.0517,12.4405
08:19:53,886,0.2115,0.0454,12.4339
08:19:54,887,0.2112,0.0426,12.4488
08:19:55,888,0.2108,0.0292,12.4036
08:19:56,889,0.2105,0.0320,12.3691
08:19:57,890,0.2102,0.0272,12.3421
08:19:58,891,0.2099,0.0196,12.3260
08:19:59,892,0.2096,0.0323,12.2543
08:20:00,893,0.2092,0.0225,12.3143
08:20:01,894,0.2089,0.1420,12.2465
08:20:02,895,0.2086,0.1138,12.3087
08:20:03,896,0.2083,0.1662,12.3160
08:20:04,897,0.2080,0.1778,12.2761
08:20:05,898,0.2077,0.1618,12.3199
08:20:06,899,0.2073,0.1116,12.3921
08:20:07,900,0.2070,0.0947,12.4324
08:20:08,901,0.2067,0.4079,12.4996
08:20:09,902,0.2064,0.4183,12.5190
08:20:10,903,0.2061,0.4244,12.5040
08:20:11,904,0.2058,0.3516,12.6186
08:20:12,905,0.2055,0.3611,12.6069
08:20:13,906,0.2052,0.2839,12.6814
08:20:14,907,0.2049,0.2488,12.7955
08:20:15,908,0.2045,0.1856,12.7855
08:20:16,909,0.2042,0.1819,12.8633
08:20:17,910,0.2039,0.1236,13.0067
08:20:18,911,0.2036,0.1354,13.0157
08:20:19,912,0.2033,0.1298,12.9811
08:20:20,913,0.2030,0.1024,13.0381
08:20:21,914,0.2027,0.0758,13.2088
08:20:22,915,0.2024,0.0633,13.2067
08:20:23,916,0.2021,0.0479,13.3001
08:20:24,917,0.2018,0.0274,13.3512
08:20:25,918,0.2015,0.0332,13.4013
08:20:26,919,0.2012,0.0622,13.3441
08:20:27,920,0.2009,0.0927,13.3884
08:20:28,921,0.2006,0.1379,13.4620
08:20:29,922,0.2003,0.0896,13.4428
08:20:30,923,0.2000,0.0726,13.4337
08:20:31,924,0.1997,0.0729,13.4397
08:20:33,925,0.1994,0.0827,13.4244
08:20:34,926,0.1991,0.0711,13.3265
08:20:35,927,0.1988,0.0565,13.3497
08:20:36,928,0.1985,0.0973,13.3222
08:20:37,929,0.1982,0.0529,13.2899
08:20:38,930,0.1979,0.0662,13.2515
08:20:39,931,0.1976,0.0516,13.0838
08:20:40,932,0.1973,0.0458,13.1656
08:20:41,933,0.1970,0.0862,13.0463
08:20:42,934,0.1967,0.0471,13.1066
08:20:43,935,0.1964,0.0372,13.0342
08:20:44,936,0.1961,0.0757,13.0042
08:20:45,937,0.1958,0.0315,12.9240
08:20:46,938,0.1955,0.0267,12.9770
08:20:47,939,0.1953,0.0763,12.8639
08:20:48,940,0.1950,0.0753,12.8754
08:20:49,941,0.1947,0.0219,12.9246
08:20:50,942,0.1944,0.0247,12.9298
08:20:51,943,0.1941,0.0246,12.9171
08:20:52,944,0.1938,0.0198,12.9351
08:20:53,945,0.1935,0.1158,12.8423
08:20:54,946,0.1932,0.1295,12.8750
08:20:55,947,0.1929,0.1154,12.9507
08:20:56,948,0.1927,0.0974,12.9794
08:20:57,949,0.1924,0.0890,12.9875
08:20:58,950,0.1921,0.0722,13.0527
08:20:59,951,0.1918,0.4287,13.0258
08:21:00,952,0.1915,0.3576,13.1111
08:21:01,953,0.1912,0.3038,13.1046
08:21:02,954,0.1910,0.2805,13.2160
08:21:03,955,0.1907,0.2555,13.2780
08:21:04,956,0.1904,0.2450,13.3281
08:21:05,957,0.1901,0.1810,13.3104
08:21:06,958,0.1898,0.1577,13.4531
08:21:07,959,0.1896,0.1246,13.5232
08:21:08,960,0.1893,0.0747,13.6181
08:21:09,961,0.1890,0.1137,13.6250
08:21:10,962,0.1887,0.0664,13.7362
08:21:11,963,0.1884,0.0530,13.7854
08:21:12,964,0.1882,0.0444,13.8066
08:21:13,965,0.1879,0.0374,13.8702
08:21:14,966,0.1876,0.1111,13.9231
08:21:15,967,0.1873,0.0759,13.8853
08:21:17,968,0.1871,0.0834,13.9672
08:21:18,969,0.1868,0.0452,13.9955
08:21:19,970,0.1865,0.0888,13.9277
08:21:20,971,0.1862,0.0936,13.9914
08:21:21,972,0.1860,0.1092,14.0213
08:21:22,973,0.1857,0.1000,14.0064
08:21:23,974,0.1854,0.1105,13.9937
08:21:24,975,0.1852,0.0862,13.9852
08:21:25,976,0.1849,0.0754,13.9258
08:21:26,977,0.1846,0.0717,13.9223
08:21:27,978,0.1844,0.1059,13.8685
08:21:28,979,0.1841,0.0851,13.7958
08:21:29,980,0.1838,0.0671,13.8010
08:21:30,981,0.1835,0.0508,13.7730
08:21:31,982,0.1833,0.0396,13.7322
08:21:32,983,0.1830,0.0375,13.6822
08:21:33,984,0.1827,0.0419,13.6704
08:21:34,985,0.1825,0.0275,13.6342
08:21:35,986,0.1822,0.0300,13.6087
08:21:36,987,0.1820,0.0255,13.5854
08:21:37,988,0.1817,0.0256,13.5652
08:21:38,989,0.1814,0.0210,13.5703
08:21:39,990,0.1812,0.0250,13.5627
08:21:40,991,0.1809,0.0556,13.4984
08:21:41,992,0.1806,0.0212,13.5431
08:21:42,993,0.1804,0.1249,13.5148
08:21:43,994,0.1801,0.0850,13.5656
08:21:44,995,0.1799,0.0723,13.5786
08:21:45,996,0.1796,0.0669,13.5826
08:21:46,997,0.1793,0.0642,13.6209
08:21:47,998,0.1791,0.1161,13.6384
08:21:48,999,0.1788,0.0424,13.7114
08:21:49,1000,0.1786,0.0765,13.7048
08:21:50,1001,0.1783,0.4213,13.7434
08:21:51,1002,0.1781,0.4065,13.7872
08:21:52,1003,0.1778,0.3465,13.8236
08:21:53,1004,0.1775,0.3208,13.8501
08:21:54,1005,0.1773,0.2439,13.9297
08:21:55,1006,0.1770,0.1804,14.0667
08:21:56,1007,0.1768,0.2298,14.0043
08:21:57,1008,0.1765,0.1620,14.0913
08:21:58,1009,0.1763,0.1323,14.1949
08:21:59,1010,0.1760,0.1169,14.2299
08:22:00,1011,0.1758,0.1047,14.2631
08:22:02,1012,0.1755,0.0957,14.3229
08:22:03,1013,0.1753,0.0833,14.3183
08:22:04,1014,0.1750,0.0401,14.4841
08:22:05,1015,0.1748,0.0976,14.4747
08:22:06,1016,0.1745,0.0328,14.5404
08:22:07,1017,0.1743,0.0314,14.6633
08:22:08,1018,0.1740,0.0278,14.6370
08:22:09,1019,0.1738,0.0197,14.6805
08:22:10,1020,0.1735,0.0164,14.7033
08:22:11,1021,0.1733,0.0545,14.7312
08:22:12,1022,0.1730,0.0557,14.7289
08:22:13,1023,0.1728,0.0551,14.7423
08:22:14,1024,0.1725,0.0434,14.7131
08:22:15,1025,0.1723,0.0809,14.7275
08:22:16,1026,0.1721,0.1117,14.6327
08:22:17,1027,0.1718,0.1149,14.6264
08:22:18,1028,0.1716,0.0856,14.6221
08:22:19,1029,0.1713,0.0830,14.5980
08:22:20,1030,0.1711,0.1189,14.4788
08:22:21,1031,0.1708,0.0668,14.5101
08:22:22,1032,0.1706,0.0525,14.4449
08:22:23,1033,0.1704,0.0986,14.4130
08:22:24,1034,0.1701,0.0422,14.3894
08:22:25,1035,0.1699,0.0363,14.3677
08:22:26,1036,0.1696,0.0797,14.2997
08:22:27,1037,0.1694,0.0275,14.2457
08:22:28,1038,0.1692,0.0295,14.1965
08:22:29,1039,0.1689,0.0218,14.2108
08:22:30,1040,0.1687,0.0274,14.2437
08:22:31,1041,0.1684,0.0206,14.1473
08:22:32,1042,0.1682,0.0301,14.1538
08:22:33,1043,0.1680,0.0658,14.1533
08:22:34,1044,0.1677,0.0189,14.1880
08:22:35,1045,0.1675,0.0181,14.1809
08:22:36,1046,0.1673,0.1697,14.1206
08:22:37,1047,0.1670,0.1168,14.1832
08:22:38,1048,0.1668,0.1127,14.1416
08:22:39,1049,0.1666,0.1113,14.2375
08:22:40,1050,0.1663,0.0909,14.2133
08:22:41,1051,0.1661,0.4046,14.2731
08:22:42,1052,0.1659,0.3446,14.3354
08:22:44,1053,0.1656,0.3214,14.4009
08:22:45,1054,0.1654,0.2759,14.4334
08:22:46,1055,0.1652,0.2892,14.4258
08:22:47,1056,0.1649,0.2305,14.5182
08:22:48,1057,0.1647,0.2105,14.5767
08:22:49,1058,0.1645,0.2183,14.5689
08:22:50,1059,0.1643,0.1449,14.6422
08:22:51,1060,0.1640,0.1831,14.7008
08:22:52,1061,0.1638,0.1521,14.7100
08:22:53,1062,0.1636,0.0874,14.8588
08:22:54,1063,0.1633,0.0718,14.8945
08:22:55,1064,0.1631,0.0568,14.9505
08:22:56,1065,0.1629,0.0435,15.0187
08:22:57,1066,0.1627,0.0324,15.0403
08:22:58,1067,0.1624,0.0384,15.1060
08:22:59,1068,0.1622,0.0459,15.0655
08:23:00,1069,0.1620,0.0288,15.1859
08:23:01,1070,0.1618,0.1456,15.1819
08:23:02,1071,0.1615,0.0724,15.2109
08:23:03,1072,0.1613,0.0909,15.2162
08:23:04,1073,0.1611,0.1365,15.2128
08:23:05,1074,0.1609,0.0593,15.1901
08:23:06,1075,0.1607,0.0798,15.1392
08:23:07,1076,0.1604,0.0702,15.1217
08:23:08,1077,0.1602,0.0619,15.1289
08:23:09,1078,0.1600,0.0494,15.0788
08:23:10,1079,0.1598,0.0408,15.0289
08:23:11,1080,0.1596,0.0382,15.0151
08:23:12,1081,0.1593,0.0511,15.0050
08:23:13,1082,0.1591,0.0504,14.9619
08:23:14,1083,0.1589,0.0365,14.9541
08:23:15,1084,0.1587,0.0367,14.9105
08:23:16,1085,0.1585,0.0222,14.8714
08:23:17,1086,0.1583,0.0288,14.8367
08:23:18,1087,0.1580,0.0213,14.8461
08:23:19,1088,0.1578,0.0787,14.8201
08:23:20,1089,0.1576,0.0217,14.8002
08:23:21,1090,0.1574,0.0177,14.8175
08:23:22,1091,0.1572,0.0172,14.8265
08:23:23,1092,0.1570,0.0259,14.8322
08:23:25,1093,0.1567,0.0145,14.8149
08:23:26,1094,0.1565,0.0692,14.8285
08:23:27,1095,0.1563,0.0582,14.8411
08:23:28,1096,0.1561,0.0562,14.8641
08:23:29,1097,0.1559,0.0505,14.8700
08:23:30,1098,0.1557,0.0457,14.9075
08:23:31,1099,0.1555,0.0462,14.9149
08:23:32,1100,0.1553,0.0387,14.9467
08:23:33,1101,0.1551,0.3411,14.9921
08:23:34,1102,0.1548,0.3068,15.0218
08:23:35,1103,0.1546,0.2894,15.0732
08:23:36,1104,0.1544,0.2749,15.1094
08:23:37,1105,0.1542,0.2634,15.1493
08:23:38,1106,0.1540,0.2221,15.2068
08:23:39,1107,0.1538,0.1889,15.2415
08:23:40,1108,0.1536,0.1534,15.3227
08:23:41,1109,0.1534,0.1327,15.3724
08:23:42,1110,0.1532,0.1085,15.4353
08:23:43,1111,0.1530,0.0988,15.4429
08:23:44,1112,0.1528,0.0838,15.5204
08:23:45,1113,0.1526,0.0998,15.5507
08:23:46,1114,0.1524,0.0394,15.6870
08:23:47,1115,0.1522,0.0718,15.6330
08:23:48,1116,0.1519,0.0295,15.7819
08:23:49,1117,0.1517,0.0543,15.7727
08:23:50,1118,0.1515,0.0269,15.8418
08:23:51,1119,0.1513,0.0368,15.8960
08:23:52,1120,0.1511,0.0291,15.9106
08:23:53,1121,0.1509,0.1564,15.9304
08:23:54,1122,0.1507,0.0517,15.9418
08:23:55,1123,0.1505,0.0876,15.9525
08:23:56,1124,0.1503,0.0664,15.9311
08:23:57,1125,0.1501,0.1106,15.9226
08:23:58,1126,0.1499,0.1255,15.9013
08:23:59,1127,0.1497,0.0798,15.8558
08:24:00,1128,0.1495,0.0711,15.8267
08:24:01,1129,0.1493,0.0716,15.6950
08:24:02,1130,0.1491,0.0689,15.6633
08:24:03,1131,0.1489,0.0393,15.6939
08:24:04,1132,0.1487,0.0241,15.6649
08:24:05,1133,0.1485,0.0449,15.6721
08:24:06,1134,0.1483,0.0281,15.6203
08:24:07,1135,0.1481,0.0431,15.6061
08:24:08,1136,0.1480,0.0339,15.4460
08:24:09,1137,0.1478,0.0224,15.5667
08:24:10,1138,0.1476,0.0781,15.4525
08:24:11,1139,0.1474,0.0220,15.5191
08:24:13,1140,0.1472,0.0249,15.4734
08:24:14,1141,0.1470,0.0843,15.4089
08:24:15,1142,0.1468,0.0216,15.4553
08:24:16,1143,0.1466,0.0196,15.3887
08:24:17,1144,0.1464,0.0147,15.4680
08:24:18,1145,0.1462,0.0239,15.4662
08:24:19,1146,0.1460,0.0800,15.4850
08:24:20,1147,0.1458,0.0697,15.4666
08:24:21,1148,0.1456,0.0653,15.4962
08:24:22,1149,0.1454,0.0793,15.4666
08:24:23,1150,0.1452,0.0553,15.5016
08:24:24,1151,0.1451,0.2993,15.5841
08:24:25,1152,0.1449,0.2792,15.5694
08:24:26,1153,0.1447,0.2864,15.6171
08:24:27,1154,0.1445,0.2263,15.7457
08:24:28,1155,0.1443,0.2213,15.7781
08:24:29,1156,0.1441,0.2340,15.7800
08:24:30,1157,0.1439,0.1938,15.8691
08:24:31,1158,0.1437,0.1270,15.9003
08:24:32,1159,0.1435,0.1202,15.9803
08:24:33,1160,0.1434,0.1234,16.0090
08:24:34,1161,0.1432,0.0950,16.0819
08:24:35,1162,0.1430,0.0697,16.1528
08:24:36,1163,0.1428,0.0586,16.2137
08:24:37,1164,0.1426,0.0442,16.2827
08:24:38,1165,0.1424,0.0352,16.3407
08:24:39,1166,0.1422,0.0294,16.3481
08:24:40,1167,0.1421,0.0361,16.4022
08:24:41,1168,0.1419,0.0319,16.4232
08:24:42,1169,0.1417,0.0294,16.4412
08:24:43,1170,0.1415,0.0470,16.4684
08:24:44,1171,0.1413,0.0583,16.4975
08:24:45,1172,0.1411,0.0611,16.4265
08:24:46,1173,0.1410,0.0593,16.4942
08:24:47,1174,0.1408,0.0754,16.4360
08:24:48,1175,0.1406,0.1203,16.3504
08:24:49,1176,0.1404,0.0933,16.4277
08:24:50,1177,0.1402,0.0681,16.4233
08:24:51,1178,0.1401,0.0709,16.3717
08:24:52,1179,0.1399,0.0768,16.3261
08:24:53,1180,0.1397,0.0726,16.2261
08:24:54,1181,0.1395,0.0445,16.2947
08:24:56,1182,0.1393,0.0409,16.1912
08:24:57,1183,0.1392,0.0369,16.1855
08:24:58,1184,0.1390,0.0521,16.1617
08:24:59,1185,0.1388,0.0263,16.1000
08:25:00,1186,0.1386,0.0676,16.0528
08:25:01,1187,0.1385,0.0705,16.0484
08:25:02,1188,0.1383,0.0188,16.0566
08:25:03,1189,0.1381,0.0236,16.0364
08:25:04,1190,0.1379,0.0229,16.0215
08:25:05,1191,0.1377,0.0175,16.0450
08:25:06,1192,0.1376,0.0195,16.0278
08:25:07,1193,0.1374,0.0226,16.0295
08:25:08,1194,0.1372,0.0135,16.0486
08:25:09,1195,0.1370,0.0785,16.0223
08:25:10,1196,0.1369,0.0678,16.0625
08:25:11,1197,0.1367,0.0702,16.0731
08:25:12,1198,0.1365,0.1046,16.0419
08:25:13,1199,0.1364,0.0590,16.1229
08:25:14,1200,0.1362,0.0475,16.1703
08:25:15,1201,0.1360,0.3305,16.1940
08:25:16,1202,0.1358,0.2918,16.2277
08:25:17,1203,0.1357,0.3067,16.2707
08:25:18,1204,0.1355,0.2405,16.3396
08:25:19,1205,0.1353,0.2494,16.3611
08:25:20,1206,0.1352,0.1874,16.4058
08:25:21,1207,0.1350,0.1556,16.4732
08:25:22,1208,0.1348,0.2161,16.4419
08:25:23,1209,0.1346,0.1207,16.5950
08:25:24,1210,0.1345,0.1065,16.6265
08:25:25,1211,0.1343,0.0617,16.7506
08:25:26,1212,0.1341,0.0628,16.7682
08:25:27,1213,0.1340,0.0347,16.8901
08:25:28,1214,0.1338,0.0393,16.8797
08:25:29,1215,0.1336,0.0367,16.8704
08:25:30,1216,0.1335,0.0332,16.9441
08:25:31,1217,0.1333,0.0218,17.0420
08:25:32,1218,0.1331,0.0788,17.0238
08:25:33,1219,0.1330,0.0455,17.0725
08:25:34,1220,0.1328,0.0475,17.0787
08:25:36,1221,0.1326,0.0540,17.0962
08:25:37,1222,0.1325,0.0452,17.0672
08:25:38,1223,0.1323,0.0487,17.0883
08:25:39,1224,0.1321,0.0462,17.0639
08:25:40,1225,0.1320,0.0356,17.0368
08:25:41,1226,0.1318,0.0391,17.0179
08:25:42,1227,0.1317,0.0573,16.9627
08:25:43,1228,0.1315,0.0446,16.9243
08:25:44,1229,0.1313,0.0421,16.8886
08:25:45,1230,0.1312,0.0518,16.8429
08:25:46,1231,0.1310,0.0402,16.8542
08:25:47,1232,0.1308,0.0386,16.8338
08:25:48,1233,0.1307,0.0496,16.8461
08:25:49,1234,0.1305,0.0363,16.7861
08:25:50,1235,0.1304,0.0334,16.7355
08:25:51,1236,0.1302,0.0473,16.7007
08:25:52,1237,0.1300,0.0310,16.7169
08:25:53,1238,0.1299,0.0227,16.6601
08:25:54,1239,0.1297,0.0212,16.5607
08:25:55,1240,0.1296,0.0266,16.6392
08:25:56,1241,0.1294,0.0260,16.6163
08:25:57,1242,0.1292,0.0158,16.6277
08:25:58,1243,0.1291,0.0216,16.5925
08:25:59,1244,0.1289,0.0307,16.5642
08:26:00,1245,0.1288,0.0894,16.6147
08:26:01,1246,0.1286,0.0891,16.6192
08:26:02,1247,0.1285,0.0834,16.6460
08:26:03,1248,0.1283,0.0732,16.5826
08:26:04,1249,0.1281,0.0519,16.6850
08:26:05,1250,0.1280,0.1184,16.7131
08:26:06,1251,0.1278,0.3287,16.7633
08:26:07,1252,0.1277,0.3084,16.7862
08:26:08,1253,0.1275,0.2912,16.8307
08:26:09,1254,0.1274,0.2632,16.8745
08:26:10,1255,0.1272,0.2135,16.9328
08:26:11,1256,0.1271,0.1875,16.9895
08:26:12,1257,0.1269,0.1427,17.0197
08:26:13,1258,0.1267,0.1368,17.0987
08:26:14,1259,0.1266,0.0994,17.2044
08:26:15,1260,0.1264,0.1040,17.1892
08:26:16,1261,0.1263,0.0998,17.2634
08:26:18,1262,0.1261,0.0734,17.3270
08:26:19,1263,0.1260,0.0630,17.3533
08:26:20,1264,0.1258,0.0353,17.4247
08:26:21,1265,0.1257,0.0401,17.5007
08:26:22,1266,0.1255,0.0267,17.5122
08:26:23,1267,0.1254,0.0323,17.5264
08:26:24,1268,0.1252,0.0350,17.6105
08:26:25,1269,0.1251,0.0215,17.6112
08:26:26,1270,0.1249,0.0665,17.6689
08:26:27,1271,0.1248,0.0879,17.6476
08:26:28,1272,0.1246,0.0728,17.6344
08:26:29,1273,0.1245,0.0653,17.6614
08:26:30,1274,0.1243,0.0564,17.6269
08:26:31,1275,0.1242,0.0653,17.5942
08:26:32,1276,0.1240,0.0682,17.5766
08:26:33,1277,0.1239,0.0955,17.5046
08:26:34,1278,0.1237,0.0542,17.5394
08:26:35,1279,0.1236,0.0519,17.4665
08:26:36,1280,0.1234,0.0582,17.4628
08:26:37,1281,0.1233,0.0433,17.3917
08:26:38,1282,0.1231,0.0261,17.3740
08:26:39,1283,0.1230,0.0783,17.2889
08:26:40,1284,0.1229,0.0203,17.2861
08:26:41,1285,0.1227,0.0224,17.3084
08:26:42,1286,0.1226,0.0828,17.2405
08:26:43,1287,0.1224,0.0263,17.2532
08:26:44,1288,0.1223,0.0190,17.2273
08:26:45,1289,0.1221,0.0732,17.0992
08:26:46,1290,0.1220,0.0258,17.2508
08:26:47,1291,0.1218,0.0206,17.2155
08:26:48,1292,0.1217,0.0183,17.2105
08:26:49,1293,0.1216,0.0187,17.2289
08:26:50,1294,0.1214,0.1276,17.1095
08:26:51,1295,0.1213,0.0789,17.2013
08:26:52,1296,0.1211,0.0746,17.2087
08:26:53,1297,0.1210,0.0655,17.2615
08:26:54,1298,0.1208,0.0614,17.2467
08:26:55,1299,0.1207,0.0607,17.2854
08:26:56,1300,0.1206,0.0393,17.3133
08:26:57,1301,0.1204,0.3132,17.3446
08:26:58,1302,0.1203,0.3109,17.3720
08:26:59,1303,0.1201,0.2601,17.3936
08:27:00,1304,0.1200,0.2342,17.4754
08:27:02,1305,0.1199,0.1898,17.5350
08:27:03,1306,0.1197,0.1590,17.6072
08:27:04,1307,0.1196,0.1346,17.6340
08:27:05,1308,0.1194,0.1096,17.6819
08:27:06,1309,0.1193,0.0929,17.7064
08:27:07,1310,0.1192,0.0817,17.8210
08:27:08,1311,0.1190,0.0619,17.8721
08:27:09,1312,0.1189,0.0717,17.8447
08:27:10,1313,0.1187,0.0332,17.9898
08:27:11,1314,0.1186,0.0301,18.0356
08:27:12,1315,0.1185,0.0322,18.0710
08:27:13,1316,0.1183,0.0244,18.1634
08:27:14,1317,0.1182,0.0260,18.1636
08:27:15,1318,0.1181,0.0287,18.1392
08:27:16,1319,0.1179,0.0190,18.2107
08:27:17,1320,0.1178,0.0249,18.2542
08:27:18,1321,0.1177,0.1115,18.2198
08:27:19,1322,0.1175,0.0698,18.1887
08:27:20,1323,0.1174,0.0600,18.2387
08:27:21,1324,0.1173,0.0450,18.2294
08:27:22,1325,0.1171,0.0929,18.1684
08:27:23,1326,0.1170,0.0566,18.1733
08:27:24,1327,0.1169,0.0389,18.1487
08:27:25,1328,0.1167,0.0314,18.1102
08:27:26,1329,0.1166,0.0531,18.0265
